aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000,class
1204846,na,na,na,na,na,0,0,0,2530,783528,13963646,46312748,16153946,262038,6544,8170954,9398,0,0,3920,7024,18199322,15558820,4982832,2351588,na,0,0,0,na,na,0,0,0,0,31978,8124884,43261816,25360004,706298,0,83390,56070,123130,269156,30590128,46015364,347366,360,10,6,21986588,17102052,7454528,5774390,5150984,5890864,9264356,4723432,137462,324,23188632,na,na,na,na,8170954,255978,3083310,1889076,281700,294580,324640,336200,387020,281240,313000,285020,37740,1204845.23,23188632,23188632,81946020,559620,na,119312,171620,77484980,1209600,na,na,na,na,70738908.48,0,6686769.6,0,0,0,0,90808,5801092,30417526,33751576,6522820,767402,126202,7554,na,na,23188632,na,67438,15398,3189424,2742380,9481586,56014228,5842098,132376,52,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,153290,na,na,na,na,na,na,na,na,na,na,na,na,na,22315.82,34280,7047098,15485894,12309248,6010622,12971354,11064076,6002950,2646548,3646994,300196,na,na,pos
1380512,na,na,na,na,na,0,48358,689722,8614954,24667448,24584200,9240220,1629096,88404,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,na,na,0,0,0,0,0,0,40610,42190348,27331444,0,889578,640784,650036,523094,12804828,54054072,10,0,0,0,22379660,20810352,8559156,5572872,3472434,2644044,3558492,2478614,85920,858,0,na,na,na,na,0,0,0,0,na,na,na,na,na,na,na,na,0,1380512.81,0,0,70980836,434940,na,0,0,69562402,1209600,na,na,na,na,88118282.88,12213687.36,21556275.84,20326,30770,76252,2067104,14815776,28536394,18965510,4864936,204474,29682,2274,0,na,na,0,na,20412,5248,14945890,6389486,16410514,31621664,169188,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,7722.94,10064,19708774,14537708,5686908,2194334,4791082,16560344,4793402,1074222,215628,0,na,na,pos
678258,na,na,na,na,na,0,29542,566726,7521946,19240358,17459854,8685526,4590794,2326190,379870,537176,0,0,0,0,0,1316358,1152196,417214,150752,na,0,0,0,na,na,0,0,0,0,0,0,16660,30690018,30094128,0,136478,104582,239426,420624,37633978,22265708,10,0,0,0,22214312,10258754,5958246,4636602,4281796,3220066,2216144,2161008,1799174,4054704,1733590,na,na,na,na,537176,16202,47010,368850,296360,na,na,na,na,na,na,na,120020,678257.36,1733590,1733590,61389062,324589,na,51364,522980,60800806,1209600,na,na,na,na,37773087.36,7112957.76,15902774.4,56832,na,6340,351346,3670884,10565704,16484228,18117614,9190386,2257702,153998,2604,na,na,1733590,na,31660,6532,14687806,7222700,7372814,29726448,1727738,25108,0,0,5326,14484,15961206,320618,14,542916,0,0,16712754,na,na,na,na,na,na,na,na,na,na,8188,na,na,na,na,na,na,na,na,na,na,na,na,na,0.4,0,23515468,8466598,3740412,1598190,3189302,3632242,3876830,12489818,291918,28,na,na,pos
225380,na,6612,na,0,0,0,0,0,0,52232,1711132,7931298,3550978,102762,0,7754428,81894,1830,0,560,1320,10456896,7521226,3876398,2394782,0,0,0,0,28270,14050,0,0,0,0,0,0,129304,13218844,254,0,18926,10720,13804,26098,3780058,9495730,3058,8,0,0,5122322,2080670,919032,719116,725208,1072808,2415224,294022,0,0,14339044,0,4256,410,8330,7754428,310104,1173286,2679430,416140,346140,329580,335120,277060,311720,315340,333220,302480,225380.78,14339044,14339044,13891492,91371,105692,40378,977520,13348402,1209600,455220,na,na,na,10951942.08,0,2375512.32,na,na,0,0,4060,461194,4217106,6890786,1535168,193868,43830,2390,na,2226,14339044,na,25412,4308,664292,1126168,479152,6429912,4516264,102888,6,0,9544,38442,9659346,1573774,254478,574,0,0,9964012,19484,632,0,0,0,0,0,0,0,0,235084,191436,48756,0,0,338254,79312,240520,169888,0,0,0,0,32657940,na,na,2377234,2479398,1074758,413872,696096,628000,581532,566058,3474846,1056608,0,0,pos
916638,na,na,na,na,na,223654,4109372,10552856,20377816,22422420,17181908,5535776,987928,31900,0,7910604,80080,0,0,6019064,9968390,13753920,16066778,9439568,3030340,na,0,0,0,na,na,0,0,0,0,0,0,1969740,36277138,43176752,0,255570,92360,198106,394588,19265600,61217402,4,0,0,0,15777984,32590504,10851012,7955874,5119696,3402028,2552062,2540822,606644,27004,29212500,na,na,na,na,7910604,298410,1382958,8052204,677200,295300,323460,392420,349940,328640,276540,400960,101480,916638.64,29212500,29212500,82072046,480443,na,10468,173920,81423630,1209600,na,na,na,na,53485379.52,17164364.16,10800765.12,na,na,4540406,14451842,22967832,23410772,12932122,2999960,111316,8962,418,0,na,na,29212500,na,10824,2678,10201938,18298138,12481420,40291616,137016,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,245354,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,28131634,10407852,7721364,4671670,11614634,12678770,4861656,1240076,95974,0,na,na,pos
405112,na,na,na,0,0,0,7010,78884,1231708,2320026,487482,90314,6066,0,0,11943734,8816,0,na,1514356,2410786,22550860,20927790,4899984,2679424,54,0,0,0,6796,816,0,0,0,0,0,0,0,1291270,2870930,59290,10212,5812,15536,41786,2203096,1945048,0,0,0,0,1035018,1031018,619812,587236,350834,190612,114836,172780,110292,9052,28966342,17432,26372,7398,8,11943734,300092,1808022,3061466,213880,291840,270220,186200,199360,194300,188880,232240,281180,405112.82,28966342,28966342,4334770,29730,584,na,1117420,4221490,1209600,520860,na,na,na,20163029.76,2885244.48,5019445.44,na,na,15382,385340,1755378,1833784,198856,26358,5220,1128,44,0,na,13236,28966342,na,2748,300,455018,571264,156746,2988240,47174,0,0,0,1546,8102,18261626,9038148,0,5738,0,0,18458162,14786,506,na,na,na,na,na,na,na,na,186452,78558,21858,1111577918,6786200,809694,117728,29580,15030,28385228,9304,0,0,na,na,na,1106426,389862,226488,122622,264458,312902,1556012,235232,7488,0,0,0,pos
536266,na,na,na,na,na,0,0,0,0,203414,11753814,44812592,27349616,4676970,113298,4553740,86426,0,0,54,84,7412548,4582548,5284220,2551542,na,0,5040,0,na,na,0,0,0,0,0,0,259340,88636592,13768,0,555486,250944,278574,2641024,61723696,23433078,26866,26,2,4,51805982,11499018,5287060,3822084,3210808,3241476,4047086,5125578,849818,20788,12699126,na,na,na,na,4553740,205694,1307504,3960786,503400,583900,598100,540420,336900,491600,438420,501540,213060,536265.12,12699126,12699126,92912548,454907,na,36656,575660,88909718,1209600,na,na,na,na,56069950.08,0,32801416.32,103424,na,0,0,0,610870,13170372,40002352,26966034,7439568,701512,18990,na,na,12699126,na,79120,18096,23421864,8779984,17340374,35923506,3289460,57284,10,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,155772,na,na,na,na,na,na,na,na,na,na,na,na,na,1.54,0,33459878,36647834,6242426,2406772,5144678,3223400,1163312,360580,258636,2184,na,na,pos
216650,na,794,598,0,0,0,2710,187380,1419868,3740852,5798612,2160742,690468,405604,176328,5993540,34110,0,0,488156,677460,11605426,10489614,2952438,1429660,26,0,68008,0,2190,774,0,0,0,0,0,0,79796,7461508,7041166,94,19132,20442,32450,56916,929752,13523736,136,0,0,0,3267752,4806490,1932500,1268234,830144,572886,433940,479854,705886,284878,15047138,278,360,3262,20,5993540,193486,1130430,1818036,407180,276080,214300,189380,214860,180280,187000,175700,160800,216650.47,15047138,15047138,15093474,110692,4340,44414,516740,14582564,1209600,265646,0,1010,0,10715704.32,1824597.12,2033123.52,na,na,28422,486220,2113214,4483878,4950114,2333642,174070,11356,1610,38,194,210,15047138,na,7010,1292,1647258,1174598,6594498,5154712,3196,0,0,0,1194,1422,10372804,739900,144,78,0,0,10676310,10900,3262,0,0,10,1824922,0,0,0,0,104436,121802,28936,19606926,5363814,408924,73874,387040,66670,2143326,97090,0,0,44892100,na,na,3911566,1064782,888132,495710,1322414,2255996,3114448,1491962,37554,0,0,0,pos
966436,na,na,na,na,na,0,0,0,0,668198,17167672,34672274,7540504,95092,344,20847940,0,20938,na,4386,12852,48447658,42231990,12972084,5935672,na,0,0,0,na,na,0,0,0,0,0,928782,36455548,17616348,5143406,0,44844,50822,92082,216838,32030962,27700150,8376,8,2,0,22660042,8324840,4702994,4468630,4529986,5394470,7272236,2725012,65764,110,61431886,na,na,na,na,20847940,688492,7073900,5879610,381100,412660,371900,418660,345000,327040,322060,235400,306180,966436.97,61431886,61431886,61454704,417993,na,na,824300,60144084,1209600,na,na,na,na,54100838.4,0,6015604.8,na,na,0,0,49188,6394224,31628448,19945212,1825220,239378,61492,922,na,na,61431886,na,51022,9698,3283344,2689364,10869818,41219600,1973672,47542,24,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,354502,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6434872,8948332,8045182,4356770,9900144,9860982,8965812,3069634,561924,432,na,na,pos
602684,na,19052,na,0,0,0,0,0,0,1182704,26751304,21345102,1892502,95338,544,23127596,32114,252,0,846,1196,42660562,35913874,10091560,5611982,0,0,0,0,105920,13280,36398,17000,18465158,6954060,9368370,16052492,148586,128806,96684,0,82728,34366,31420,36124,105204,50964598,11624,1474,14,2,28109366,4758486,4843044,4071426,4453264,3375672,1555040,101256,0,0,52762384,6166,5482,10156,762,23127596,634070,4911422,5160496,278200,295360,283720,253220,250080,275280,255400,267020,137660,602684.35,52762384,52762384,54553140,237997,141336,118312,647900,51267590,1209600,0,na,na,na,46132429.44,0,5051297.28,22,16566,0,0,19146,5718690,27304286,16395864,1576690,206368,45064,1446,na,194,52762384,na,90758,15816,3514544,2280040,7242594,32039732,6059090,24874,106,0,na,na,na,na,na,na,na,na,na,66956,1962,0,0,0,0,0,0,0,0,422406,116176,15428,0,0,1417132,173384,207571860,21412000,26466720,1275866,0,0,17185310,25885.28,28604,5301980,17941598,10482038,8700192,8684804,94308,52390,6440,3776,28,0,0,pos
207292,na,3418,na,0,0,0,34086,300110,2063184,6215198,4727946,846560,111508,3406,0,5801906,169078,0,0,725526,1158444,10882358,9720628,3549192,1633832,0,0,0,0,2400,1068,0,0,0,0,0,16308,281524,4301500,9490874,211792,29930,22954,31402,72804,1844760,12300148,0,0,0,0,3936072,4236106,2106680,1201074,711030,480604,386492,726270,481864,35806,15158276,4902,14712,4660,0,5801906,200450,1629932,1915276,248700,281280,271360,265880,339020,428980,258540,259080,185180,207292.9,15158276,15158276,15129320,93731,119204,51394,626780,14301998,1209600,0,na,na,na,10482744.96,577682.88,3234977.28,1166,2372,110886,765024,3149834,5814204,3529428,860748,61012,9678,1184,0,na,0,15158276,na,7830,1258,1363060,2235906,4103394,6587606,2944,0,0,0,na,na,na,na,na,na,na,na,na,6588,360,0,0,1360,586610,0,0,0,0,131814,79138,23992,26392116,4336350,380784,67814,14281540,1938168,15004282,111736,0,0,41304740,2538.78,3156,3842408,880168,1075284,748704,1892554,2372806,3308370,176844,4860,0,0,0,pos
1379946,na,na,na,na,na,0,0,0,0,4544,1023590,2438360,904712,1734,0,32948490,27000,322,na,1298,3214,69373278,55250514,21920528,12758810,na,0,0,0,na,na,0,0,0,0,33002,1833304,1260148,1246174,312,0,2538,1170,2380,4044,533010,3758902,70896,0,0,0,1141592,1005286,411076,355708,364348,510612,564332,19986,0,0,91302792,na,na,na,na,32948490,1119924,9987614,11878158,603240,636260,649480,614220,609360,588580,557140,439280,237580,1379946.13,91302792,91302792,4458878,33571,na,na,432740,4372940,1209600,na,na,na,na,82027662.72,0,6861642.24,0,0,0,0,0,278618,2085098,1641880,344252,18370,4522,200,na,na,91302792,na,3450,694,223876,207944,2132554,1723564,79018,1840,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,727476,na,na,na,na,na,na,na,na,na,na,na,na,na,1261.36,1428,399738,926342,718702,381134,765076,631212,371856,113822,65000,58,na,na,pos
850500,na,na,na,na,na,0,0,0,1558,1081752,14909236,31777842,8719234,47138,0,19600712,18398,0,na,13966,24590,47893608,42734388,10008780,4902666,na,0,0,0,na,na,0,0,0,0,216,2685458,26427138,25626212,1797736,0,29452,12792,19396,40662,16396950,40036110,1346,52,0,0,18007902,13400784,6796698,5157438,4302596,3755468,3217086,1639418,247408,11962,57923028,na,na,na,na,19600712,529510,5434982,4551696,368000,279060,250560,211080,302080,239760,243500,288120,267920,850500.48,57923028,57923028,57968498,350161,na,na,969140,56536760,1209600,na,na,na,na,53174236.8,0,3329338.56,na,na,0,0,191948,6716822,26485174,20286646,2617306,196396,41864,604,na,na,57923028,na,41862,8592,707222,2552176,6151830,39987808,6927430,159810,30,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,297584,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3489426,13205820,10476854,6086758,12029660,5015714,2552034,1290900,2160910,228684,na,na,pos
1547092,na,na,na,na,na,0,0,0,51598,3950778,40981812,47384840,5109038,52868,0,15207724,13276,0,0,21020,37570,35125892,28412170,12746298,6033580,na,0,0,0,na,na,0,0,0,2716,30868706,49022048,17165468,434866,37130,0,52756,68674,141410,371696,46854994,49708642,332754,6,0,2,25982168,22880050,7694948,5916756,5080618,6888020,13937800,8961618,188698,258,47898982,na,na,na,na,15207724,651068,6885694,5851150,274060,283880,288220,333520,286900,325020,253260,235620,170240,1547091.41,47898982,47898982,98674380,729633,na,15142,647600,97530934,1209600,na,na,na,na,88808358.72,0,8686409.28,0,0,0,2,801358,18206664,52106142,23814114,2244076,311072,47064,442,na,na,47898982,na,70424,12714,4767382,4216568,29967062,56195286,2281520,19974,4,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,388250,na,na,na,na,na,na,na,na,na,na,na,na,na,19700.3,29568,8961318,15458116,14652342,11394582,22881046,12042406,5697204,2607918,3674824,161178,na,na,pos
781452,na,na,na,na,na,0,0,0,299850,3841874,19383518,20601710,4401232,78474,560,20685112,20814,166318,na,133222,206282,38199398,32326438,13580174,5630394,na,0,0,0,na,na,0,69934,79422,110450,420424,9627266,13469710,24745596,84416,0,63408,99448,178094,409302,23504086,24263772,89106,2,0,0,14307016,11870476,7487896,4338894,2713704,2522892,4308772,1055878,1690,0,51917036,na,na,na,na,20685112,735382,7204844,6343896,382540,394520,467220,424840,282300,351060,327220,230900,278360,781451.12,51917036,51917036,51943950,295692,na,na,1034040,48607218,1209600,na,na,na,na,42576957.12,0,6013434.24,na,na,0,29540,1575982,12227760,21314078,11838938,1400752,180810,34844,4514,na,na,51917036,na,33440,6338,2895802,1821914,2689278,35494048,5568934,97458,6,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,428372,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6280522,7388390,5289212,2765462,5903292,8277162,6202846,3540464,2911190,48678,na,na,pos
733868,0,0,0,0,0,0,0,45630,1400206,7877016,9038940,3360968,391692,26780,536,21973330,0,178,na,1941516,2872770,37327802,33949320,10196338,3422490,0,0,0,0,0,0,0,0,0,0,0,0,0,978076,21163692,0,98346,52846,87954,160020,456406,19614312,1014222,657662,0,0,5528020,8654494,4218382,1088244,688666,673696,635746,471068,166108,17344,49482300,0,0,0,0,21973330,662904,4126446,6044796,270840,219680,316280,272560,232500,228000,260660,205800,225760,733868.54,49482300,49482300,48225360,110893,0,na,954820,45254378,1209600,0,0,0,0,39487005.12,0,5710580.16,1124,9794,8930,131346,1062486,2657516,6654376,5460096,3843754,2058664,240936,23664,0,0,49482300,0,53294,9514,1096640,1698378,623604,15558534,2976136,125404,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401266,0,0,0,0,0,0,0,0,0,0,0,0,0,16839.34,16064,2855222,3770490,1509130,488168,923370,5018730,7307740,262902,6016,0,0,0,pos
646836,na,na,na,na,na,0,27310,781474,7418728,18995330,15017774,3751506,148052,2026,0,13136194,3354,196,na,3238506,6087694,30352344,28164550,13663338,4870882,na,0,0,0,na,na,0,0,0,0,0,0,130170,19297324,26714706,0,145602,68206,137506,269982,24719116,20801782,6,0,0,0,10856850,10032420,7625488,5928298,4151870,2483354,1664478,1718136,1061160,620146,47264114,na,na,na,na,13136194,453304,4025468,9617018,na,na,na,na,na,na,na,na,na,646836.36,47264114,47264114,47285530,232702,na,na,na,46142200,1209600,na,na,na,na,34016516.16,0,12089472.96,123904,na,15918,1448970,8450956,14574638,14005726,6639880,874902,115282,15894,34,na,na,47264114,na,47402,9904,3292502,6336918,5171930,29247154,2003434,32956,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,298420,na,na,na,na,na,na,na,na,na,na,na,na,na,0.68,0,12307358,5280810,3392980,1697742,4054452,5600880,9980866,3703540,123572,0,na,na,pos
578592,na,3244,2360,0,0,0,4052,272492,3228468,9033052,7497708,3095546,680318,38186,548,23940350,341910,124,0,3029858,5310234,40600744,32287056,22049684,10508586,48,0,420,0,8586,1444,0,0,0,0,0,0,59870,10061700,13728800,0,22968,22370,27476,120066,5790734,17866750,6,0,0,0,10849354,8337874,2276750,1004116,534882,315420,206056,153976,101712,70230,65682072,1134,5420,6704,0,23940350,1022122,4116150,17897996,506260,418400,490940,623080,704580,687120,614400,411560,66540,578591.36,65682072,65682072,24194544,93204,34242,120484,325580,23850370,1209600,748894,1036,322,2,41041254.72,6867993.6,16390320.96,892,2478,27546,1016310,5547128,8950102,6136020,2018536,139626,13956,1106,40,226,238,65682072,na,8552,1666,6097014,1942312,12192792,3606506,1528,0,0,0,3302,2958,14439838,3771662,26,2608,0,0,16162346,70596,576,16274770,3565292,0,0,0,0,0,0,701368,71228,14492,0,0,906218,138054,8808040,1083762,0,0,0,0,203821340,3541.26,3780,8210450,7050436,3123760,948754,1298298,1595084,875090,726906,21592,0,0,0,pos
263540,2,3330,2348,0,0,0,19124,580002,4193820,6906046,6517706,1960528,496926,68108,1586,9356112,12090,0,na,1011782,1703964,15314038,13455144,6348144,2552014,4,0,0,0,10730,2914,0,0,0,0,0,0,15568,11842334,8885944,0,81114,41962,57916,116164,1735392,13611584,2525366,2574348,0,0,8449182,2778206,1625184,1164292,954024,809262,716254,701018,405328,3141096,22673592,638,324,620,6,9356112,261336,2530052,3813302,386340,385360,373220,365280,345680,358280,356280,345260,395880,263540.99,22673592,22673592,22566430,137885,1302,na,888080,20772028,1209600,677212,0,590,0,14776758.72,20687.04,5963186.88,2500,5700,168134,949676,2775936,3033286,4059840,3140964,2725948,2465538,1208800,215724,284,734,22673592,0,17686,1896,2128924,3461182,1041500,7690912,6304464,96874,404,4,2156,4060,6677092,251180,0,0,0,0,6844840,18204,7254,na,na,na,na,na,na,na,na,162460,137600,32660,60410936,10153352,664902,151396,67480,11890,21740018,3640,0,0,na,na,4294,6089038,3017610,2197438,911496,1704240,1551446,1822172,3261976,188430,0,0,0,pos
767374,na,22,12,0,0,0,0,0,13028,138398,229662,42596,5444,0,0,22107206,140920,78,0,2272220,3612752,38750190,33409834,13206328,6803038,0,0,0,0,96,26,0,0,0,0,0,0,0,122504,306624,0,636,448,896,1152,14610,411386,0,0,0,0,139956,137004,77898,29796,14184,8334,5806,11768,4292,90,54234058,218,234,86,0,22107206,841212,4059700,9130264,259720,284000,224620,213080,224660,229140,264500,315980,298480,767374.95,54234058,54234058,472642,2457,380,58942,953920,429128,1209600,10616,0,12,0,41538161.28,0,11189787.84,6,144,0,12598,66900,187344,131896,27558,2406,402,24,0,4,4,54234058,na,626,136,46016,41588,239126,101632,4,0,0,0,10,40,288848,94894,0,4,0,0,317036,734,252,0,0,0,0,0,0,0,0,486898,1654,318,0,0,11604,1830,135880,15334,0,0,0,0,3374970,301.16,364,121670,63222,40142,14420,33372,120880,29536,5434,452,0,0,0,pos
328712,na,na,na,na,na,0,0,0,0,305688,8477978,11219260,1418404,38034,0,3532062,1320,248,na,756,2386,7437214,5965938,2705774,1289140,na,0,0,0,na,na,0,0,0,0,3462,1165110,12212018,4254424,3824350,0,30812,48658,77446,168650,1826930,19208996,97872,0,0,0,9190164,3997280,2210738,1567786,1304230,1438656,1550506,200004,0,0,10144714,na,na,na,na,3532062,156248,1302136,1395180,269420,350700,267260,364460,349960,319400,312320,329940,125460,328711.37,10144714,10144714,na,123792,na,na,449400,na,1209600,na,na,na,na,18492065.28,0,2958605.76,na,na,0,0,21332,3405554,12180380,5235314,549828,57576,9326,54,na,na,10144714,na,16660,3526,1295120,992922,1792156,16048078,1273658,37220,24,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81516,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3110000,3255530,2204362,1270662,4008466,4463702,2294178,674934,174462,3068,na,na,pos
215926,0,508,na,0,0,0,13952,174650,1923294,8476106,11346042,6835540,2367208,192326,0,11431314,0,0,0,594796,1053766,27575208,25403820,4770172,2376270,2,0,0,0,6064,100,0,0,0,0,0,0,0,6105646,25223472,0,101444,120476,123158,151764,343664,24563562,3587528,2336716,806,0,19263894,4015400,1549004,1286928,1008234,823374,619494,486124,243572,2033094,32943028,2228,2308,8558,0,11431314,265942,1377766,3371036,140360,136880,138980,192680,160940,170320,177480,149160,92800,215925.1,32943028,32943028,32751934,120785,144380,5516,249440,31414020,1209600,0,na,na,na,12158359.68,14185321.92,5044608,4334,11678,122734,324702,3405740,5292888,9956298,5600594,2369838,2185480,1541972,528872,na,0,32943028,0,26948,3538,4935762,10755872,2198616,10418178,2895108,94802,294,0,na,na,na,na,na,na,na,na,na,17704,1188,0,0,1910,15080780,0,0,0,0,164574,50810,12796,0,0,490736,77164,16755580,2833592,0,0,0,0,125924860,9263.44,8302,19252770,2548534,1425968,559310,1313740,2196358,3342160,678110,12168,0,0,0,pos
546648,2,364,364,0,0,0,2752,96164,1217656,7986410,10072174,6466608,2922972,207494,4296,26799546,240490,88794,na,1086806,1842308,40360058,30237186,20859500,10196708,0,0,1530,0,1292,82,0,0,0,0,0,0,0,3070346,25900294,5886,98218,152462,218360,327746,23587142,3603458,988374,766,0,0,16279986,3934090,1997348,1288638,970232,774608,630406,539946,293570,2267702,62307414,42044,11746,11070,0,26799546,822542,3006710,17805248,325120,371720,428180,423880,458220,506900,505880,510620,272860,546648.28,62307414,62307414,61777162,132536,1164,na,562380,59691310,1209600,419508,3546,282,0,35220963.84,8738081.28,15695166.72,5856,10192,34098,154362,1706954,4679302,9865842,5787184,2500914,1974014,1659212,614644,4,4,62307414,0,19506,2462,864216,8695838,2202848,11565380,5433408,192570,298,0,404,1462,6997140,2829474,0,62,0,0,7564224,33344,1518,378790,2085968,0,0,0,0,0,0,597128,47526,7146,0,0,326870,44752,209260,26526,0,0,0,0,2570160,6462.02,5678,12265750,4690558,2488556,1093224,2001128,4776190,1325912,289212,45996,0,0,0,pos
272576,na,0,na,0,0,0,0,0,2,347070,2643748,11358446,3532938,64582,0,8874454,0,0,0,7714,12956,15536396,13500730,2832632,1786112,0,0,0,0,0,0,0,0,0,0,0,69942,3759002,13318220,799622,0,21226,11370,12984,34296,10732730,7118544,15622,8,4,2,7122296,2539274,1231820,963834,789226,753090,969666,2289626,1212048,75906,18379818,586,546,1040,164,8874454,227570,1357696,1467296,177420,204200,198000,219940,229840,209460,205480,157800,36360,272575.94,18379818,18379818,18185716,132970,878656,1964,204040,17946786,1209600,0,na,na,na,15357017.28,0,2574519.36,na,na,0,0,80720,844952,5802774,9180204,1887382,123456,26566,732,na,0,18379818,na,13870,3010,1174094,1083260,1612026,13200940,846966,12612,8,0,na,na,na,na,na,na,na,na,na,12424,4262,0,0,0,0,0,0,0,0,129682,238892,42914,0,0,652436,103346,17672320,4857180,0,0,0,0,22925760,na,na,2662518,3603274,2310224,1031158,1887534,1526942,1419470,1068980,2276074,160612,0,0,pos
